time,gFx,gFy,gFz,TgF
2.281536353,0.0286,0.4095,0.9154,1.003
2.284007967,0.0281,0.4090,0.9183,1.006
2.287126926,0.0286,0.4080,0.9242,1.011
2.287856457,0.0320,0.4080,0.9291,1.015
2.291089478,0.0330,0.4080,0.9335,1.019
2.292114217,0.0345,0.4080,0.9384,1.024
2.294073176,0.0374,0.4080,0.9398,1.025
2.297489686,0.0379,0.4085,0.9428,1.028
2.298234738,0.0374,0.4080,0.9457,1.031
2.299763384,0.0389,0.4085,0.9462,1.031
2.30156703,0.0379,0.4065,0.9467,1.031
2.304401301,0.0369,0.4090,0.9467,1.032
2.306879322,0.0389,0.4080,0.9491,1.034
2.308587603,0.0374,0.4085,0.9481,1.033
2.31010677,0.0374,0.4080,0.9462,1.031
2.31205854,0.0379,0.4080,0.9447,1.030
2.31375427,0.0350,0.4051,0.9413,1.025
2.317051353,0.0340,0.4065,0.9398,1.025
2.31823828,0.0330,0.4041,0.9359,1.020
2.319672082,0.0330,0.4051,0.9325,1.017
2.323838697,0.0306,0.4011,0.9261,1.010
2.324993176,0.0306,0.4011,0.9227,1.007
2.326767603,0.0281,0.4026,0.9188,1.004
2.328431353,0.0242,0.4016,0.9120,0.997
2.329765051,0.0247,0.4016,0.9080,0.993
2.33156552,0.0198,0.4002,0.9027,0.988
2.33419203,0.0179,0.4002,0.8958,0.981
2.337198124,0.0179,0.3997,0.8919,0.978
2.342379478,0.0159,0.3997,0.8900,0.976
2.343413436,0.0164,0.4002,0.8860,0.972
2.34388703,0.0169,0.4021,0.8841,0.971
2.344724322,0.0169,0.4021,0.8787,0.967
2.348632082,0.0188,0.4007,0.8768,0.964
2.349748853,0.0208,0.4041,0.8753,0.964
2.351993072,0.0223,0.4055,0.8753,0.965
2.352641249,0.0252,0.4051,0.8733,0.963
2.353678697,0.0301,0.4080,0.8748,0.966
2.357262342,0.0330,0.4090,0.8753,0.967
2.361301353,0.0359,0.4095,0.8763,0.968
2.362025936,0.0384,0.4129,0.8768,0.970
2.362415415,0.0389,0.4148,0.8768,0.971
2.364053749,0.0399,0.4148,0.8782,0.972
2.367986874,0.0418,0.4178,0.8807,0.976
2.370621301,0.0433,0.4197,0.8826,0.978
2.371124009,0.0447,0.4212,0.8856,0.982
2.371903384,0.0491,0.4217,0.8904,0.986
2.374563905,0.0506,0.4227,0.8948,0.991
2.377524061,0.0521,0.4236,0.8997,0.996
2.378445676,0.0579,0.4202,0.9046,0.999
2.380120103,0.0623,0.4178,0.9061,1.000
2.381693124,0.0628,0.4197,0.9105,1.005
2.384549686,0.0599,0.4236,0.9139,1.009
2.387120728,0.0584,0.4271,0.9183,1.014
2.387960936,0.0575,0.4251,0.9183,1.014
2.39097229,0.0555,0.4266,0.9183,1.014
2.391994165,0.0531,0.4271,0.9203,1.016
2.396008436,0.0511,0.4285,0.9232,1.019
2.397336613,0.0477,0.4266,0.9242,1.019
2.398060676,0.0462,0.4251,0.9256,1.020
2.399731561,0.0452,0.4236,0.9252,1.019
2.401663749,0.0452,0.4231,0.9247,1.018
2.404292811,0.0438,0.4202,0.9247,1.017
2.407349374,0.0423,0.4168,0.9252,1.016
2.408453905,0.0413,0.4153,0.9232,1.013
2.413340728,0.0413,0.4134,0.9208,1.010
2.414169113,0.0413,0.4099,0.9173,1.006
2.414680832,0.0413,0.4104,0.9164,1.005
2.417388749,0.0369,0.4085,0.9115,0.999
2.420306926,0.0350,0.4085,0.9071,0.995
2.420860884,0.0330,0.4099,0.9036,0.993
2.424367915,0.0301,0.4104,0.8973,0.987
2.42548604,0.0276,0.4085,0.8934,0.983
2.426971145,0.0257,0.4099,0.8895,0.980
2.428732395,0.0193,0.4134,0.8851,0.977
2.430041457,0.0203,0.4124,0.8821,0.974
2.431998645,0.0198,0.4099,0.8826,0.973
2.434536509,0.0213,0.4060,0.8787,0.968
2.441917967,0.0223,0.4055,0.8763,0.966
2.442867707,0.0223,0.4036,0.8748,0.964
2.443432967,0.0223,0.4016,0.8758,0.964
2.443905624,0.0227,0.4046,0.8748,0.964
2.444331457,0.0237,0.4007,0.8748,0.962
2.446884894,0.0218,0.4021,0.8733,0.962
2.448485624,0.0213,0.4002,0.8748,0.962
2.450206874,0.0218,0.4007,0.8782,0.966
2.451766144,0.0232,0.4031,0.8821,0.970
2.453862238,0.0247,0.4026,0.8841,0.972
2.465035259,0.0262,0.4055,0.8885,0.977
2.466223176,0.0286,0.4070,0.8948,0.983
2.466664478,0.0296,0.4055,0.8988,0.986
2.467944894,0.0306,0.4060,0.9027,0.990
2.471602915,0.0311,0.4080,0.9061,0.994
2.472434478,0.0320,0.4090,0.9080,0.996
2.472881249,0.0330,0.4070,0.9149,1.002
2.473212551,0.0355,0.4090,0.9193,1.007
2.473545676,0.0369,0.4090,0.9261,1.013
2.473841457,0.0399,0.4095,0.9320,1.019
2.477343697,0.0418,0.4104,0.9369,1.024
2.479069947,0.0447,0.4114,0.9437,1.030
2.48011703,0.0477,0.4119,0.9467,1.033
2.482309061,0.0506,0.4134,0.9491,1.036
2.485417915,0.0535,0.4114,0.9511,1.038
2.486153801,0.0555,0.4114,0.9540,1.040
2.48995078,0.0550,0.4124,0.9520,1.039
2.490525363,0.0531,0.4153,0.9540,1.042
2.492312967,0.0511,0.4168,0.9540,1.042
2.495935624,0.0487,0.4192,0.9516,1.041
2.498168332,0.0482,0.4173,0.9501,1.039
2.499059009,0.0447,0.4173,0.9467,1.036
2.501414842,0.0418,0.4178,0.9423,1.032
2.501936144,0.0408,0.4168,0.9393,1.028
2.504628019,0.0384,0.4143,0.9354,1.024
2.506823384,0.0394,0.4129,0.9286,1.017
2.508494322,0.0369,0.4099,0.9203,1.008
2.510629999,0.0374,0.4090,0.9168,1.005
2.511647447,0.0364,0.4065,0.9110,0.998
2.513906301,0.0335,0.4065,0.9061,0.994
2.518955051,0.0325,0.4041,0.8988,0.986
2.519489478,0.0286,0.4046,0.8963,0.984
2.520024374,0.0276,0.4046,0.8909,0.979
2.522171926,0.0242,0.4055,0.8846,0.973
2.524295051,0.0232,0.4041,0.8807,0.969
2.527039061,0.0227,0.4016,0.8748,0.963
2.528732134,0.0227,0.4041,0.8714,0.961
2.530628488,0.0208,0.4041,0.8689,0.959
2.532388332,0.0198,0.4016,0.8684,0.957
2.534599478,0.0227,0.4031,0.8670,0.956
2.53853729,0.0257,0.4016,0.8684,0.957
2.539110207,0.0281,0.4016,0.8714,0.960
2.541394113,0.0296,0.4031,0.8709,0.960
2.542212967,0.0306,0.4036,0.8728,0.962
2.545252394,0.0311,0.4060,0.8738,0.964
2.546915728,0.0311,0.4060,0.8753,0.965
2.548445519,0.0335,0.4090,0.8768,0.968
2.549950988,0.0345,0.4099,0.8802,0.972
2.551718592,0.0359,0.4124,0.8856,0.978
2.554782342,0.0408,0.4143,0.8900,0.983
2.558044374,0.0438,0.4143,0.8934,0.986
2.558943072,0.0472,0.4153,0.8968,0.989
2.560602967,0.0487,0.4158,0.9017,0.994
2.562212394,0.0487,0.4178,0.9061,0.999
2.564263905,0.0516,0.4173,0.9100,1.002
2.568625624,0.0501,0.4183,0.9173,1.009
2.569346874,0.0511,0.4178,0.9217,1.013
2.570833801,0.0496,0.4187,0.9256,1.017
2.572295051,0.0467,0.4119,0.8640,0.958
2.576632655,0.0565,0.3552,0.2456,0.436
2.577733749,0.2095,0.4041,-0.5498,0.714
2.578602186,0.2862,0.4999,-0.0800,0.582
2.580049165,0.2075,0.5033,0.9090,1.060
2.582411405,0.1249,0.4803,1.2747,1.368
2.584143957,0.0623,0.4657,1.1921,1.281
2.588230624,0.0262,0.4696,1.0171,1.121
2.588810103,0.0120,0.4794,0.9012,1.021
2.593429842,0.0105,0.4755,0.8401,0.965
2.596292863,0.0071,0.4632,0.8044,0.928
2.596812863,-0.0022,0.4354,0.8098,0.919
2.598296613,-0.0085,0.4085,0.8826,0.973
2.598901509,-0.0183,0.3845,1.0146,1.085
2.601254217,-0.0222,0.3708,1.1564,1.215
2.601879634,-0.0159,0.3625,1.2600,1.311
2.604615259,-0.0071,0.3640,1.3255,1.375
2.607283072,0.0022,0.3630,1.3549,1.403
2.608247134,0.0037,0.3640,1.3676,1.415
2.610094217,0.0003,0.3684,1.3588,1.408
2.612298228,-0.0071,0.3708,1.3343,1.385
2.614289374,-0.0041,0.3743,1.2874,1.341
2.618453592,0.0506,0.3713,1.2077,1.265
2.619059322,0.0257,0.3723,1.1696,1.228
2.620047655,0.0022,0.3762,1.1505,1.210
2.623148436,-0.0076,0.3826,1.1461,1.208
2.624553801,-0.0149,0.3855,1.1080,1.173
2.627290207,-0.0134,0.3889,1.0855,1.153
2.62898203,-0.0125,0.3894,1.0508,1.121
2.630619165,-0.0090,0.3880,1.0288,1.100
2.631763853,-0.0085,0.3845,0.9965,1.068
2.633820832,-0.0095,0.3767,0.9599,1.031
2.638263488,-0.0125,0.3655,0.9217,0.992
2.638887238,-0.0125,0.3542,0.8900,0.958
2.64112828,-0.0090,0.3449,0.8626,0.929
2.641942707,-0.0066,0.3376,0.8435,0.909
2.646467342,0.0007,0.3327,0.8298,0.894
2.647067238,0.0042,0.3293,0.8147,0.879
2.648788749,0.0076,0.3308,0.8015,0.867
2.650238019,0.0095,0.3337,0.7932,0.861
2.652629999,0.0095,0.3400,0.7902,0.860
2.653632759,0.0076,0.3444,0.7863,0.858
2.658306717,0.0056,0.3523,0.7883,0.863
2.658983957,0.0027,0.3606,0.7917,0.870
