loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_Timestamp_since1970(s),IP_en0(txt),IP_pdp_ip0(txt),deviceID(txt),deviceOrientationTimeStamp_since1970(s),deviceOrientation(Z),batteryTimeStamp_since1970(s),batteryState(R),batteryLevel(Z),label(N)
2022-09-27T12:56:36.467+02:00,1,1664276196.00194,46.48781867534633,9.904001782541396,1825.625,1.06,0.75,318.5156186030018,41.27644166393623,4.039405572001589,4.196541495387202,-9999,1664276196.461604,17.80205154418945,-17.20710945129395,-40.17872619628906,305.0704345703125,301.589111328125,12.26930713653564,21571.855058625,-0.02020263671875,-0.60662841796875,-1.218536376953125,21571.841410625,-0.6903448700904846,-0.9478192925453186,-0.4151396751403809,21571.831873625,63.15957641601562,-26.89126586914062,-80.53077697753906,21571.837687625,-0.05300247001927719,0.003182089241329393,0.6526423625593902,-0.7564259767532349,-0.8973972201347351,-0.4212566018104553,0.0675555020570755,-0.0683254599571228,-0.3763595819473267,XArbitraryCorrectedZVertical,0.3204875013311204,-0.006987693033297507,-0.0245898965143761,0.9469077214632435,0.002528107957914472,-0.6072878241539001,-0.7944778800010681,18.08948516845703,-17.55650901794434,-39.972412109375,-1,2,21569.70112204167,walking,2,2022-09-27T12:56:34.311+02:00,2022-09-27T12:56:30.177+02:00,8,0.9436078,0.9096871,2.091024,5.66,0,0,2022-09-27T12:56:32.405+02:00,21569.123542,0,0.1452637,80.47606,0,,,nz_iOS_device,0,1,1664276196.444634,1,0.43,0
2022-09-27T12:56:36.526+02:00,2,1664276196.00194,46.48781867534633,9.904001782541396,1825.625,1.06,0.75,318.5156186030018,41.27644166393623,4.039405572001589,4.196541495387202,-9999,1664276196.521013,16.06495666503906,-16.09487724304199,-41.06058502197266,307.1377258300781,303.6564025878906,12.26893711090088,21571.914614625,-0.1961517333984375,-0.50830078125,-0.9334869384765625,21571.900966625,-0.02547872811555862,-0.5362660884857178,-0.3573525249958038,21571.894130625,61.42121887207031,-25.73884582519531,-81.39002990722656,21571.897243625,-0.08049391882035403,-0.02927342110161685,0.6323718644751423,-0.03977182507514954,-0.5554932951927185,-0.3460791707038879,-0.1603963673114777,0.07117754220962524,-0.2917860150337219,XArbitraryCorrectedZVertical,0.3100990832126991,-0.0264092146676464,-0.04278478055960666,0.9493736642032471,-0.02360938303172588,-0.5910596251487732,-0.8062822222709656,16.32154083251953,-16.20731735229492,-40.91091918945312,-1,2,21569.70112204167,walking,2,2022-09-27T12:56:34.311+02:00,2022-09-27T12:56:30.177+02:00,8,0.9436078,0.9096871,2.091024,5.66,0,0,2022-09-27T12:56:32.405+02:00,21569.123542,0,0.1452637,80.47606,1664276196.476108,0.0.0.0,10.176.130.227,nz_iOS_device,0,1,1664276196.444634,1,0.43,0
2022-09-27T12:56:36.585+02:00,3,1664276196.00194,46.48781867534633,9.904001782541396,1825.625,1.06,0.75,318.5156186030018,41.27644166393623,4.039405572001589,4.196541495387202,-9999,1664276196.580749,14.9446907043457,-15.3247184753418,-41.69301605224609,308.9481506347656,305.4668273925781,12.26558780670166,21571.974170625,-0.037261962890625,-0.459014892578125,-0.7169647216796875,21571.960522625,-0.2168140709400177,-0.5726126432418823,-0.3245101571083069,21571.956385625,60.22993469238281,-25.02983093261719,-81.78401184082031,21571.956799625,-0.1075180499419883,-0.0441746776369984,0.6266196943857352,-0.2179538905620575,-0.5698747038841248,-0.3256846964359283,-0.0299338698387146,0.1080623865127563,0.05099958181381226,XArbitraryCorrectedZVertical,0.3065598058853936,-0.03753704587166971,-0.05790200695289149,0.9493466944236728,-0.035770483314991,-0.5864100456237793,-0.8092241287231445,15.14743804931641,-15.53760719299316,-41.38301849365234,-1,2,21569.70112204167,walking,2,2022-09-27T12:56:34.311+02:00,2022-09-27T12:56:30.177+02:00,8,0.9436078,0.9096871,2.091024,5.66,0,0,2022-09-27T12:56:32.405+02:00,21569.123542,0,0.1452637,80.47606,1664276196.476108,0.0.0.0,10.176.130.227,nz_iOS_device,0,1,1664276196.444634,1,0.43,0
2022-09-27T12:56:36.645+02:00,4,1664276196.00194,46.48781867534633,9.904001782541396,1825.625,1.06,0.75,318.5156186030018,41.27644166393623,4.039405572001589,4.196541495387202,-9999,1664276196.640198,14.21861267089844,-15.01362228393555,-42.19684600830078,311.1932983398438,307.7119750976562,12.26551342010498,21572.033726625,0.0292510986328125,-0.4582977294921875,-0.5965423583984375,21572.020078625,0.2976439297199249,-0.2785506546497345,-0.66094571352005,21572.018637625,59.33784484863281,-24.55390930175781,-82.73704528808594,21572.016355625,-0.1406337995527213,-0.05626237565230729,0.6247288579250777,0.2583134770393372,-0.3143669068813324,-0.6461263298988342,0.01968686282634735,0.144157886505127,0.1290368437767029,XArbitraryCorrectedZVertical,0.3045482359193365,-0.04828294591276823,-0.07545514383348018,0.948275024828134,-0.04561156034469604,-0.5848773717880249,-0.8098382353782654,14.16515350341797,-15.0154857635498,-42.21795654296875,-1,2,21569.70112204167,walking,2,2022-09-27T12:56:34.311+02:00,2022-09-27T12:56:30.177+02:00,8,0.9436078,0.9096871,2.091024,5.66,0,0,2022-09-27T12:56:32.405+02:00,21569.123542,0,0.1452637,80.47606,1664276196.476108,0.0.0.0,10.176.130.227,nz_iOS_device,0,1,1664276196.444634,1,0.43,0
2022-09-27T12:56:36.706+02:00,5,1664276196.00194,46.48781867534633,9.904001782541396,1825.625,1.06,0.75,318.5156186030018,41.27644166393623,4.039405572001589,4.196541495387202,-9999,1664276196.699852,14.02169036865234,-15.5630931854248,-41.76722717285156,313.2888488769531,309.8075256347656,12.26615619659424,21572.093282625,0.0767822265625,-0.5185546875,-0.449615478515625,21572.079634625,0.2851563692092896,-0.05382248386740685,-0.482072114944458,21572.080892625,59.21177673339844,-25.18904113769531,-82.12840270996094,21572.075911625,-0.1846289269692558,-0.03897635506173539,0.6507768260706634,0.322834312915802,-0.05815180018544197,-0.4971888363361359,0.1068536788225174,0.09892308712005615,0.3497424125671387,XArbitraryCorrectedZVertical,0.3165531465406447,-0.04784909136543504,-0.09353265277595338,0.9427385943661613,-0.03100225888192654,-0.6058046221733093,-0.7950091361999512,14.00406646728516,-15.380859375,-41.91913604736328,-1,2,21569.70112204167,walking,2,2022-09-27T12:56:34.311+02:00,2022-09-27T12:56:30.177+02:00,8,0.9436078,0.9096871,2.091024,5.66,0,0,2022-09-27T12:56:32.405+02:00,21569.321706,0,0.1928711,80.47559,1664276196.476108,0.0.0.0,10.176.130.227,nz_iOS_device,0,1,1664276196.444634,1,0.43,0
2022-09-27T12:56:36.764+02:00,6,1664276196.00194,46.48781867534633,9.904001782541396,1825.625,1.06,0.75,318.5156186030018,41.27644166393623,4.039405572001589,4.196541495387202,-9999,1664276196.759239,13.89260101318359,-15.35524368286133,-41.78640747070312,314.5263671875,311.0450439453125,12.26687240600586,21572.152838625,0.019012451171875,-0.59326171875,-0.673095703125,21572.139190625,-0.1160405874252319,-0.1060028672218323,-0.1596248149871826,21572.143151625,59.07516479492188,-24.86283874511719,-82.18833923339844,21572.135467625,-0.2115223794444341,-0.03177563780853315,0.657279476148481,-0.09956499189138412,-0.1551441550254822,-0.1788346916437149,0.08835306763648987,0.0654028058052063,0.2152230143547058,XArbitraryCorrectedZVertical,0.3193246330171043,-0.0490200436919155,-0.1050010034302492,0.9405335876769383,-0.02515118196606636,-0.610965371131897,-0.7912576198577881,13.89388656616211,-15.47049522399902,-41.83589172363281,-1,2,21569.70112204167,walking,2,2022-09-27T12:56:34.311+02:00,2022-09-27T12:56:30.177+02:00,8,0.9436078,0.9096871,2.091024,5.66,0,0,2022-09-27T12:56:32.405+02:00,21569.321706,0,0.1928711,80.47559,1664276196.476108,0.0.0.0,10.176.130.227,nz_iOS_device,0,1,1664276196.444634,1,0.43,0
2022-09-27T12:56:36.824+02:00,7,1664276196.00194,46.48781867534633,9.904001782541396,1825.625,1.06,0.75,318.5156186030018,41.27644166393623,4.039405572001589,4.196541495387202,-9999,1664276196.818959,14.18399810791016,-14.53840255737305,-42.24402618408203,314.7168273925781,311.2355041503906,12.26762294769287,21572.212395375,0.0025787353515625,-0.7378997802734375,-0.8232879638671875,21572.198747375,-0.3637827336788177,-0.2515150606632233,-0.02737889438867569,21572.205409375,59.29254150390625,-24.00654602050781,-82.75517272949219,21572.195024375,-0.2188118962845213,-0.02254915050805496,0.6428976848191607,-0.3480555415153503,-0.158875435590744,-0.02415690012276173,0.06684353947639465,-0.08506834506988525,0.008227229118347168,XArbitraryCorrectedZVertical,0.3128646330831156,-0.04512767131696631,-0.1071292268541827,0.9426571497158019,-0.01804595068097115,-0.5995171666145325,-0.8001584410667419,14.37134552001953,-14.7528190612793,-42.01897430419922,-1,2,21569.70112204167,walking,2,2022-09-27T12:56:34.311+02:00,2022-09-27T12:56:30.177+02:00,8,0.9436078,0.9096871,2.091024,5.66,0,0,2022-09-27T12:56:32.405+02:00,21569.321706,0,0.1928711,80.47559,1664276196.476108,0.0.0.0,10.176.130.227,nz_iOS_device,0,1,1664276196.444634,1,0.43,0
2022-09-27T12:56:36.883+02:00,8,1664276196.00194,46.48781867534633,9.904001782541396,1825.625,1.06,0.75,318.5156186030018,41.27644166393623,4.039405572001589,4.196541495387202,-9999,1664276196.878476,14.05688858032227,-13.25381088256836,-42.43764495849609,314.5272827148438,311.0459594726562,12.26835250854492,21572.271951375,-0.0579681396484375,-0.6798248291015625,-1.02777099609375,21572.258303375,-0.5360423922538757,0.5160830616950989,0.1776136755943298,21572.267656375,59.34088134765625,-22.69535827636719,-82.82221984863281,21572.254580375,-0.2163077545261162,-0.03565956389738083,0.6147614203635045,-0.518909215927124,0.4120335876941681,0.1734418720006943,-0.04942774772644043,-0.1794008016586304,-0.222823441028595,XArbitraryCorrectedZVertical,0.2989132235763934,-0.04954833965961508,-0.1082302737624181,0.9468272645330889,-0.02912451699376106,-0.5767636299133301,-0.8163917064666748,13.80321884155273,-13.53507995605469,-42.53074645996094,-1,2,21569.70112204167,walking,2,2022-09-27T12:56:34.311+02:00,2022-09-27T12:56:30.177+02:00,8,0.9436078,0.9096871,2.091024,5.66,0,0,2022-09-27T12:56:32.405+02:00,21569.321706,0,0.1928711,80.47559,1664276196.476108,0.0.0.0,10.176.130.227,nz_iOS_device,0,1,1664276196.444634,1,0.43,0
2022-09-27T12:56:36.943+02:00,9,1664276196.00194,46.48781867534633,9.904001782541396,1825.625,1.06,0.75,318.5156186030018,41.27644166393623,4.039405572001589,4.196541495387202,-9999,1664276196.93831,15.01058578491211,-11.79115104675293,-42.47997283935547,314.2007751464844,310.7194519042969,12.2690601348877,21572.331507375,0.149932861328125,-0.491912841796875,-1.448654174804688,21572.317859375,-0.2491943836212158,0.4023919105529785,-0.1231829151511192,21572.329905375,60.6461181640625,-21.24034118652344,-82.76397705078125,21572.314136375,-0.2163263713774979,-0.007979270273263353,0.5780414671302126,-0.3553054630756378,0.3486867249011993,-0.1286854147911072,0.08264108002185822,-0.02035719156265259,-0.4546676278114319,XArbitraryCorrectedZVertical,0.2829330355530399,-0.03456947334374075,-0.1046045410373959,0.9527915295157059,-0.006682842038571835,-0.5463846325874329,-0.8375077247619629,14.80633544921875,-12.14154243469238,-42.44985198974609,-1,2,21569.70112204167,walking,2,2022-09-27T12:56:34.311+02:00,2022-09-27T12:56:30.177+02:00,8,0.9436078,0.9096871,2.091024,5.66,0,0,2022-09-27T12:56:32.405+02:00,21569.321706,0,0.1928711,80.47559,1664276196.476108,0.0.0.0,10.176.130.227,nz_iOS_device,0,1,1664276196.444634,1,0.43,0
2022-09-27T12:56:37.003+02:00,10,1664276196.00194,46.48781867534633,9.904001782541396,1825.625,1.06,0.75,318.5156186030018,41.27644166393623,4.039405572001589,4.196541495387202,-9999,1664276196.997517,16.87517547607422,-12.78401756286621,-41.73983764648438,313.2147827148438,309.7334594726562,12.26733112335205,21572.391063375,0.161895751953125,-0.5708770751953125,-0.7720184326171875,21572.377415375,0.3752031624317169,0.3858683407306671,0.131461888551712,21572.361032375,61.68963623046875,-22.03646850585938,-82.20018005371094,21572.373692375,-0.2147061825765219,0.03568450011347604,0.5960989299361008,0.4350084662437439,0.4721327424049377,0.1303842812776566,0.1612110584974289,0.05224806070327759,-0.1673643589019775,XArbitraryCorrectedZVertical,0.2937466193306704,-0.01450286595766502,-0.09719767024584575,0.9508180975002049,0.02952379919588566,-0.5614184737205505,-0.8270052075386047,16.59903717041016,-12.59186553955078,-41.77862548828125,-1,2,21569.70112204167,walking,2,2022-09-27T12:56:34.311+02:00,2022-09-27T12:56:30.177+02:00,8,0.9436078,0.9096871,2.091024,5.66,0,0,2022-09-27T12:56:32.405+02:00,21569.321706,0,0.1928711,80.47559,1664276196.476108,0.0.0.0,10.176.130.227,nz_iOS_device,0,1,1664276196.444634,1,0.43,0
