sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.35;-6.65;0.92;-5.55;-7.79;-2.16;2.81;-2.63;2.24;0.58;1.28;0.82;0.6;28.0;38.0;-13.0;109.0;64.0;101.0;0.0;54.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;12013;2022-09-27 11:16:24:661
-3.35;-6.65;0.92;-5.55;-7.79;-2.16;2.81;-2.63;2.24;0.58;1.28;0.82;0.6;28.0;38.0;-13.0;109.0;64.0;101.0;0.0;54.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;12060;2022-09-27 11:16:24:708
-3.35;-6.65;0.92;-5.55;-7.79;-2.16;2.81;-2.63;2.24;0.58;1.28;0.82;0.6;36.0;32.0;-6.0;106.0;53.0;111.0;0.0;54.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;12109;2022-09-27 11:16:24:757
1.95;-4.38;1.09;-5.68;-7.66;-2.28;6.77;4.39;3.01;2.15;-0.24;-2.21;0.6;36.0;32.0;-6.0;106.0;53.0;111.0;0.0;54.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;12157;2022-09-27 11:16:24:805
1.95;-4.38;1.09;-5.68;-7.66;-2.28;6.77;4.39;3.01;2.15;-0.24;-2.21;0.6;36.0;32.0;-6.0;106.0;53.0;111.0;0.0;54.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;12206;2022-09-27 11:16:24:854
-10.88;-8.93;-0.75;-5.68;-7.66;-2.28;6.77;4.39;3.01;2.15;-0.24;-2.21;0.6;36.0;32.0;-6.0;106.0;53.0;111.0;0.0;54.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;12254;2022-09-27 11:16:24:902
-10.88;-8.93;-0.75;-3.26;-9.24;-0.46;-6.75;-7.56;-5.98;2.15;-0.24;-2.21;0.6;27.0;39.0;-15.0;118.0;70.0;98.0;0.0;48.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;12301;2022-09-27 11:16:24:949
2.57;-12.92;-4.94;-3.26;-9.24;-0.46;-6.75;-7.56;-5.98;-0.24;-1.17;-0.1;0.6;27.0;39.0;-15.0;118.0;70.0;98.0;0.0;48.3;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12348;2022-09-27 11:16:24:996
2.57;-12.92;-4.94;-2.73;-9.41;-0.41;3.82;0.23;-0.3;-0.24;-1.17;-0.1;0.6;27.0;39.0;-15.0;118.0;70.0;98.0;0.0;48.3;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12396;2022-09-27 11:16:25:044
2.57;-12.92;-4.94;-2.73;-9.41;-0.41;3.82;0.23;-0.3;-0.24;-1.17;-0.1;0.6;27.0;39.0;-15.0;118.0;70.0;98.0;0.0;48.3;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12445;2022-09-27 11:16:25:093
-1.02;-10.0;1.39;-2.73;-9.41;-0.41;3.82;0.23;-0.3;1.19;-0.04;-0.51;0.6;27.0;39.0;-15.0;118.0;70.0;98.0;0.0;48.3;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12493;2022-09-27 11:16:25:141
-1.02;-10.0;1.39;-1.92;-9.54;1.18;0.59;-0.52;-1.22;1.19;-0.04;-0.51;0.6;23.0;41.0;-15.0;114.0;74.0;99.0;0.0;48.3;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12540;2022-09-27 11:16:25:188
-1.02;-10.0;1.39;-1.92;-9.54;1.18;0.59;-0.52;-1.22;1.19;-0.04;-0.51;0.6;23.0;41.0;-15.0;114.0;74.0;99.0;0.0;46.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12589;2022-09-27 11:16:25:237
0.02;-10.49;3.71;-1.92;-9.54;1.18;0.59;-0.52;-1.22;-0.08;-0.27;-0.2;0.6;23.0;41.0;-15.0;114.0;74.0;99.0;0.0;46.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12636;2022-09-27 11:16:25:284
0.02;-10.49;3.71;-1.38;-9.59;1.54;0.85;-0.46;1.48;-0.08;-0.27;-0.2;0.6;23.0;41.0;-15.0;114.0;74.0;99.0;0.0;46.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12685;2022-09-27 11:16:25:333
-2.35;-10.17;0.05;-1.38;-9.59;1.54;0.85;-0.46;1.48;-0.27;-0.77;-0.49;0.6;17.0;39.0;-21.0;176.0;78.0;42.0;0.0;46.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12733;2022-09-27 11:16:25:381
-2.35;-10.17;0.05;-0.87;-9.6;1.82;-0.99;0.01;-2.72;-0.27;-0.77;-0.49;0.6;17.0;39.0;-21.0;176.0;78.0;42.0;0.0;46.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12780;2022-09-27 11:16:25:428
-2.35;-10.17;0.05;-0.87;-9.6;1.82;-0.99;0.01;-2.72;-0.27;-0.77;-0.49;0.6;17.0;39.0;-21.0;176.0;78.0;42.0;0.0;46.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12829;2022-09-27 11:16:25:477
-6.41;-9.36;0.79;-0.87;-9.6;1.82;-0.99;0.01;-2.72;0.31;0.35;0.02;0.6;17.0;39.0;-21.0;176.0;78.0;42.0;0.0;46.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12877;2022-09-27 11:16:25:525
-6.41;-9.36;0.79;-0.45;-9.65;1.66;-5.99;-0.68;0.14;0.31;0.35;0.02;0.6;14.0;40.0;-22.0;190.0;78.0;26.0;0.0;42.1;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12925;2022-09-27 11:16:25:573
-6.41;-9.36;0.79;-0.45;-9.65;1.66;-5.99;-0.68;0.14;0.31;0.35;0.02;0.6;14.0;40.0;-22.0;190.0;78.0;26.0;0.0;42.1;47.479;8.211;403.0;NaN;;24.331;;0 / 3;12973;2022-09-27 11:16:25:621
0.03;-11.94;2.03;-0.45;-9.65;1.66;-5.99;-0.68;0.14;-2.23;-1.18;1.83;0.6;14.0;40.0;-22.0;190.0;78.0;26.0;0.0;42.1;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13021;2022-09-27 11:16:25:669
0.03;-11.94;2.03;-2.21;-9.55;-0.41;2.05;-2.36;1.94;-2.23;-1.18;1.83;0.6;14.0;40.0;-22.0;190.0;78.0;26.0;0.0;42.1;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13069;2022-09-27 11:16:25:717
0.03;-11.94;2.03;-2.21;-9.55;-0.41;2.05;-2.36;1.94;-2.23;-1.18;1.83;0.6;26.0;40.0;-11.0;132.0;77.0;100.0;0.0;42.1;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13116;2022-09-27 11:16:25:764
-5.12;-7.15;1.92;-2.21;-9.55;-0.41;2.05;-2.36;1.94;0.35;1.64;1.16;0.6;26.0;40.0;-11.0;132.0;77.0;100.0;0.0;42.1;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13165;2022-09-27 11:16:25:813
-5.12;-7.15;1.92;-4.03;-8.86;-1.2;-0.55;0.85;3.1;0.35;1.64;1.16;0.6;26.0;40.0;-11.0;132.0;77.0;100.0;0.0;42.1;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13212;2022-09-27 11:16:25:860
3.01;-6.56;1.54;-4.03;-8.86;-1.2;-0.55;0.85;3.1;0.35;1.64;1.16;0.6;26.0;40.0;-11.0;132.0;77.0;100.0;0.0;34.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13260;2022-09-27 11:16:25:908
3.01;-6.56;1.54;-4.03;-8.86;-1.2;-0.55;0.85;3.1;1.09;0.6;0.06;0.6;32.0;35.0;-6.0;127.0;65.0;107.0;0.0;34.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13309;2022-09-27 11:16:25:957
-2.67;-8.99;-4.86;-4.36;-8.67;-1.44;6.7;2.23;2.46;1.09;0.6;0.06;0.6;32.0;35.0;-6.0;127.0;65.0;107.0;0.0;34.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13357;2022-09-27 11:16:26:005
-2.67;-8.99;-4.86;-4.36;-8.67;-1.44;6.7;2.23;2.46;0.36;0.08;-0.21;0.6;32.0;35.0;-6.0;127.0;65.0;107.0;0.0;34.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13406;2022-09-27 11:16:26:054
-2.81;-14.41;0.54;-3.96;-8.93;-0.86;-5.39;-2.34;-0.92;0.36;0.08;-0.21;0.6;32.0;35.0;-6.0;127.0;65.0;107.0;0.0;34.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13453;2022-09-27 11:16:26:101
-2.81;-14.41;0.54;-3.96;-8.93;-0.86;-5.39;-2.34;-0.92;0.36;0.08;-0.21;0.6;29.0;37.0;-8.0;123.0;66.0;102.0;0.0;34.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13500;2022-09-27 11:16:26:148
-2.81;-14.41;0.54;-3.96;-8.93;-0.86;-5.39;-2.34;-0.92;0.43;-0.43;-0.9;0.6;29.0;37.0;-8.0;123.0;66.0;102.0;0.0;34.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13550;2022-09-27 11:16:26:198
1.28;-7.23;-1.45;-3.15;-9.28;-0.32;2.56;-0.32;0.87;0.43;-0.43;-0.9;0.6;29.0;37.0;-8.0;123.0;66.0;102.0;0.0;39.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13597;2022-09-27 11:16:26:245
1.28;-7.23;-1.45;-3.15;-9.28;-0.32;2.56;-0.32;0.87;0.43;-0.43;-0.9;0.6;29.0;37.0;-8.0;123.0;66.0;102.0;0.0;39.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13646;2022-09-27 11:16:26:294
1.28;-7.23;-1.45;-3.15;-9.28;-0.32;2.56;-0.32;0.87;0.19;0.53;-0.89;0.6;29.0;37.0;-8.0;123.0;66.0;102.0;0.0;39.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13692;2022-09-27 11:16:26:340
-3.82;-7.83;0.17;-2.07;-9.58;0.32;-0.87;-1.19;2.38;0.19;0.53;-0.89;0.6;25.0;39.0;-10.0;129.0;71.0;96.0;0.0;39.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13742;2022-09-27 11:16:26:390
-3.82;-7.83;0.17;-2.07;-9.58;0.32;-0.87;-1.19;2.38;0.19;0.53;-0.89;0.6;25.0;39.0;-10.0;129.0;71.0;96.0;0.0;39.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13789;2022-09-27 11:16:26:437
-3.82;-7.83;0.17;-2.07;-9.58;0.32;-0.87;-1.19;2.38;0.43;-0.56;-0.04;0.6;25.0;39.0;-10.0;129.0;71.0;96.0;0.0;39.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13838;2022-09-27 11:16:26:486
-1.15;-9.26;1.9;-1.72;-9.59;1.12;1.22;0.02;0.28;0.43;-0.56;-0.04;0.6;25.0;39.0;-10.0;129.0;71.0;96.0;0.0;30.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13885;2022-09-27 11:16:26:533
-1.15;-9.26;1.9;-1.72;-9.59;1.12;1.22;0.02;0.28;0.48;-0.73;-0.68;0.6;22.0;39.0;-16.0;176.0;78.0;57.0;0.0;30.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13933;2022-09-27 11:16:26:581
-3.67;-11.01;2.6;-1.72;-9.59;1.12;1.22;0.02;0.28;0.48;-0.73;-0.68;0.6;22.0;39.0;-16.0;176.0;78.0;57.0;0.0;30.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;13980;2022-09-27 11:16:26:628
-3.67;-11.01;2.6;-0.84;-9.66;1.44;-2.31;0.28;-1.71;0.48;-0.73;-0.68;0.6;22.0;39.0;-16.0;176.0;78.0;57.0;0.0;30.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14029;2022-09-27 11:16:26:677
-5.97;-11.49;2.59;-0.84;-9.66;1.44;-2.31;0.28;-1.71;0.04;0.45;-0.32;0.6;22.0;39.0;-16.0;176.0;78.0;57.0;0.0;30.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14076;2022-09-27 11:16:26:724
-5.97;-11.49;2.59;-0.84;-9.66;1.44;-2.31;0.28;-1.71;0.04;0.45;-0.32;0.6;17.0;41.0;-18.0;199.0;80.0;30.0;0.0;30.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14125;2022-09-27 11:16:26:773
-5.97;-11.49;2.59;-0.8;-9.67;1.45;-4.84;-0.99;-0.68;0.04;0.45;-0.32;0.6;17.0;41.0;-18.0;199.0;80.0;30.0;0.0;30.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14173;2022-09-27 11:16:26:821
-0.26;-9.38;1.89;-0.8;-9.67;1.45;-4.84;-0.99;-0.68;-2.3;-0.11;1.38;0.6;17.0;41.0;-18.0;199.0;80.0;30.0;0.0;34.2;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14220;2022-09-27 11:16:26:868
-0.26;-9.38;1.89;-1.61;-9.67;0.08;1.42;-0.94;-3.87;-2.3;-0.11;1.38;0.6;17.0;41.0;-18.0;199.0;80.0;30.0;0.0;34.2;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14270;2022-09-27 11:16:26:918
-0.26;-9.38;1.89;-1.61;-9.67;0.08;1.42;-0.94;-3.87;-2.3;-0.11;1.38;0.6;26.0;38.0;-8.0;161.0;81.0;87.0;0.0;34.2;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14316;2022-09-27 11:16:26:964
-5.54;-9.52;1.86;-2.76;-9.35;-1.08;0.46;-0.82;3.62;0.22;1.1;1.51;0.6;26.0;38.0;-8.0;161.0;81.0;87.0;0.0;34.2;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14365;2022-09-27 11:16:27:013
-5.54;-9.52;1.86;-2.76;-9.35;-1.08;0.46;-0.82;3.62;0.22;1.1;1.51;0.6;26.0;38.0;-8.0;161.0;81.0;87.0;0.0;34.2;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14412;2022-09-27 11:16:27:060
3.29;-6.52;2.2;-4.39;-8.64;-1.47;2.07;0.0;3.52;1.16;1.82;0.36;0.6;26.0;38.0;-8.0;161.0;81.0;87.0;0.0;34.2;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14460;2022-09-27 11:16:27:108
3.29;-6.52;2.2;-4.39;-8.64;-1.47;2.07;0.0;3.52;1.16;1.82;0.36;0.6;34.0;30.0;-1.0;140.0;62.0;109.0;0.0;34.2;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14509;2022-09-27 11:16:27:157
3.29;-6.52;2.2;-4.39;-8.64;-1.47;2.07;0.0;3.52;1.16;1.82;0.36;0.6;34.0;30.0;-1.0;140.0;62.0;109.0;0.0;35.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14556;2022-09-27 11:16:27:204
-7.71;-8.85;2.4;-4.05;-8.86;-1.14;5.61;0.61;-0.22;0.84;0.89;-0.18;0.6;34.0;30.0;-1.0;140.0;62.0;109.0;0.0;35.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14606;2022-09-27 11:16:27:254
-7.71;-8.85;2.4;-4.05;-8.86;-1.14;5.61;0.61;-0.22;0.84;0.89;-0.18;0.6;34.0;30.0;-1.0;140.0;62.0;109.0;0.0;35.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14652;2022-09-27 11:16:27:300
-7.71;-8.85;2.4;-4.05;-8.86;-1.14;5.61;0.61;-0.22;0.84;0.89;-0.18;0.6;33.0;32.0;0.0;149.0;65.0;106.0;0.0;35.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14701;2022-09-27 11:16:27:349
-1.05;-11.51;-1.94;-3.69;-9.05;-0.77;-2.33;-1.28;0.11;0.43;1.07;-0.63;0.6;33.0;32.0;0.0;149.0;65.0;106.0;0.0;35.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14749;2022-09-27 11:16:27:397
-1.05;-11.51;-1.94;-3.69;-9.05;-0.77;-2.33;-1.28;0.11;0.43;1.07;-0.63;0.6;33.0;32.0;0.0;149.0;65.0;106.0;0.0;35.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14797;2022-09-27 11:16:27:445
-1.05;-11.51;-1.94;-3.69;-9.05;-0.77;-2.33;-1.28;0.11;0.43;1.07;-0.63;0.6;33.0;32.0;0.0;149.0;65.0;106.0;0.0;35.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14846;2022-09-27 11:16:27:494
-2.35;-11.18;1.67;-2.72;-9.4;-0.65;3.49;2.13;0.65;1.02;2.06;-1.01;0.6;33.0;32.0;0.0;149.0;65.0;106.0;0.0;36.3;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14892;2022-09-27 11:16:27:540
-2.35;-11.18;1.67;-2.72;-9.4;-0.65;3.49;2.13;0.65;1.02;2.06;-1.01;0.6;27.0;34.0;3.0;168.0;73.0;103.0;0.0;36.3;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14941;2022-09-27 11:16:27:589
-2.63;-8.94;1.15;-1.52;-9.68;0.24;-2.44;0.38;-0.05;1.02;2.06;-1.01;0.6;27.0;34.0;3.0;168.0;73.0;103.0;0.0;36.3;47.479;8.211;403.0;NaN;;24.331;;0 / 3;14990;2022-09-27 11:16:27:638
-2.63;-8.94;1.15;-1.52;-9.68;0.24;-2.44;0.38;-0.05;1.02;2.06;-1.01;0.6;27.0;34.0;3.0;168.0;73.0;103.0;0.0;36.3;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15038;2022-09-27 11:16:27:686
-2.63;-8.94;1.15;-1.52;-9.68;0.24;-2.44;0.38;-0.05;0.51;1.18;-0.26;0.6;27.0;34.0;3.0;168.0;73.0;103.0;0.0;36.3;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15085;2022-09-27 11:16:27:733
-0.09;-9.98;1.02;-1.21;-9.69;0.89;1.17;0.42;2.44;0.51;1.18;-0.26;0.6;26.0;36.0;5.0;205.0;81.0;81.0;0.0;36.3;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15133;2022-09-27 11:16:27:781
-0.09;-9.98;1.02;-1.21;-9.69;0.89;1.17;0.42;2.44;0.51;1.18;-0.26;0.6;26.0;36.0;5.0;205.0;81.0;81.0;0.0;29.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15181;2022-09-27 11:16:27:829
-3.15;-9.66;1.79;-1.21;-9.69;0.89;1.17;0.42;2.44;0.42;0.49;-0.53;0.6;26.0;36.0;5.0;205.0;81.0;81.0;0.0;29.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15229;2022-09-27 11:16:27:877
-3.15;-9.66;1.79;-0.63;-9.69;1.39;-0.74;0.03;0.03;0.42;0.49;-0.53;0.6;26.0;36.0;5.0;205.0;81.0;81.0;0.0;29.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15277;2022-09-27 11:16:27:925
-4.9;-12.76;1.22;-0.63;-9.69;1.39;-0.74;0.03;0.03;0.01;0.96;-0.35;0.6;22.0;39.0;5.0;274.0;81.0;24.0;0.0;29.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15325;2022-09-27 11:16:27:973
-4.9;-12.76;1.22;-0.63;-9.69;1.39;-0.74;0.03;0.03;0.01;0.96;-0.35;0.6;22.0;39.0;5.0;274.0;81.0;24.0;0.0;29.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15375;2022-09-27 11:16:28:023
-4.9;-12.76;1.22;-0.55;-9.7;1.34;-4.5;-1.65;-0.23;0.01;0.96;-0.35;0.6;22.0;39.0;5.0;274.0;81.0;24.0;0.0;29.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15420;2022-09-27 11:16:28:068
-1.45;-9.03;0.74;-0.55;-9.7;1.34;-4.5;-1.65;-0.23;-2.06;1.31;0.94;0.6;22.0;39.0;5.0;274.0;81.0;24.0;0.0;29.6;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15469;2022-09-27 11:16:28:117
-1.45;-9.03;0.74;-0.55;-9.7;1.34;-4.5;-1.65;-0.23;-2.06;1.31;0.94;0.6;26.0;34.0;19.0;292.0;82.0;22.0;0.0;34.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15517;2022-09-27 11:16:28:165
-1.45;-9.03;0.74;-2.06;-9.51;-1.21;-0.96;0.63;2.92;-2.06;1.31;0.94;0.6;26.0;34.0;19.0;292.0;82.0;22.0;0.0;34.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15565;2022-09-27 11:16:28:213
-5.65;-11.16;8.09;-2.06;-9.51;-1.21;-0.96;0.63;2.92;0.2;0.89;1.64;0.6;26.0;34.0;19.0;292.0;82.0;22.0;0.0;34.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15613;2022-09-27 11:16:28:261
-5.65;-11.16;8.09;-3.16;-9.09;-1.87;-2.1;-2.75;8.09;0.2;0.89;1.64;0.6;26.0;34.0;19.0;292.0;82.0;22.0;0.0;34.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15660;2022-09-27 11:16:28:308
-5.65;-11.16;8.09;-3.16;-9.09;-1.87;-2.1;-2.75;8.09;0.2;0.89;1.64;0.6;28.0;25.0;30.0;203.0;68.0;121.0;0.0;34.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15709;2022-09-27 11:16:28:357
0.68;-8.43;4.03;-3.16;-9.09;-1.87;-2.1;-2.75;8.09;1.53;3.68;0.87;0.6;28.0;25.0;30.0;203.0;68.0;121.0;0.0;34.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15757;2022-09-27 11:16:28:405
0.68;-8.43;4.03;-4.19;-8.74;-1.5;3.45;-0.79;5.14;1.53;3.68;0.87;0.6;28.0;25.0;30.0;203.0;68.0;121.0;0.0;34.0;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15805;2022-09-27 11:16:28:453
-5.53;-9.53;-3.84;-4.19;-8.74;-1.5;3.45;-0.79;5.14;0.85;2.15;-0.33;0.6;28.0;25.0;30.0;203.0;68.0;121.0;0.0;33.7;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15852;2022-09-27 11:16:28:500
-5.53;-9.53;-3.84;-4.19;-8.74;-1.5;3.45;-0.79;5.14;0.85;2.15;-0.33;0.6;7.0;36.0;30.0;273.0;63.0;110.0;0.0;33.7;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15901;2022-09-27 11:16:28:549
-5.53;-9.53;-3.84;-3.79;-8.97;-1.16;0.47;-0.05;-1.79;0.85;2.15;-0.33;0.6;7.0;36.0;30.0;273.0;63.0;110.0;0.0;33.7;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15949;2022-09-27 11:16:28:597
-0.98;-12.08;1.49;-3.79;-8.97;-1.16;0.47;-0.05;-1.79;0.6;1.28;0.21;0.6;7.0;36.0;30.0;273.0;63.0;110.0;0.0;33.7;47.479;8.211;403.0;NaN;;24.331;;0 / 3;15996;2022-09-27 11:16:28:644
-0.98;-12.08;1.49;-3.79;-8.97;-1.16;0.47;-0.05;-1.79;0.6;1.28;0.21;0.6;7.0;36.0;30.0;273.0;63.0;110.0;0.0;33.7;47.479;8.211;403.0;NaN;;24.331;;0 / 3;16046;2022-09-27 11:16:28:694
-0.98;-12.08;1.49;-3.67;-9.05;-0.84;-0.39;0.12;0.93;0.6;1.28;0.21;0.6;7.0;36.0;30.0;273.0;63.0;110.0;0.0;33.7;47.479;8.211;403.0;NaN;;24.331;;0 / 3;16093;2022-09-27 11:16:28:741
-0.73;-6.67;-2.25;-3.67;-9.05;-0.84;-0.39;0.12;0.93;0.32;1.26;-0.86;0.6;2.0;41.0;25.0;290.0;67.0;103.0;0.0;33.7;47.479;8.211;403.0;NaN;;24.331;;0 / 3;16140;2022-09-27 11:16:28:788
-0.73;-6.67;-2.25;-2.66;-9.41;-0.74;1.78;2.11;-0.17;0.32;1.26;-0.86;0.6;2.0;41.0;25.0;290.0;67.0;103.0;0.0;36.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;16189;2022-09-27 11:16:28:837
-2.1;-8.31;0.14;-2.66;-9.41;-0.74;1.78;2.11;-0.17;0.32;1.26;-0.86;0.7;2.0;41.0;25.0;290.0;67.0;103.0;0.0;36.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;16237;2022-09-27 11:16:28:885
-2.1;-8.31;0.14;-2.66;-9.41;-0.74;1.78;2.11;-0.17;0.8;1.6;-0.29;0.7;2.0;41.0;25.0;290.0;67.0;103.0;0.0;36.8;47.479;8.211;403.0;NaN;;24.331;;0 / 3;16285;2022-09-27 11:16:28:933
1.44;-9.59;6.28;-1.91;-9.62;-0.25;-0.72;1.13;0.77;0.8;1.6;-0.29;0.7;-8.0;42.0;20.0;303.0;74.0;105.0;0.0;36.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16332;2022-09-27 11:16:28:980
1.44;-9.59;6.28;-1.91;-9.62;-0.25;-0.72;1.13;0.77;0.8;1.6;-0.29;0.7;-8.0;42.0;20.0;303.0;74.0;105.0;0.0;36.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16381;2022-09-27 11:16:29:029
1.44;-9.59;6.28;-1.91;-9.62;-0.25;-0.72;1.13;0.77;0.8;1.6;-0.29;0.7;-8.0;42.0;20.0;303.0;74.0;105.0;0.0;36.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16429;2022-09-27 11:16:29:077
-0.62;-9.16;4.17;-1.33;-9.66;0.99;0.24;-0.8;-3.06;-0.13;0.27;-0.3;0.7;-8.0;42.0;20.0;303.0;74.0;105.0;0.0;36.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16476;2022-09-27 11:16:29:124
-0.62;-9.16;4.17;-1.33;-9.66;0.99;0.24;-0.8;-3.06;-0.13;0.27;-0.3;0.7;-16.0;43.0;11.0;2.0;80.0;53.0;0.0;34.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16526;2022-09-27 11:16:29:174
-0.62;-9.16;4.17;-1.33;-9.66;0.99;0.24;-0.8;-3.06;-0.13;0.27;-0.3;0.7;-16.0;43.0;11.0;2.0;80.0;53.0;0.0;34.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16575;2022-09-27 11:16:29:223
-1.1;-9.99;1.84;-0.75;-9.65;1.57;-1.18;0.4;-1.41;0.28;0.35;-0.41;0.7;-16.0;43.0;11.0;2.0;80.0;53.0;0.0;34.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16621;2022-09-27 11:16:29:269
-1.1;-9.99;1.84;-0.75;-9.65;1.57;-1.18;0.4;-1.41;0.28;0.35;-0.41;0.7;-16.0;43.0;11.0;2.0;80.0;53.0;0.0;34.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16668;2022-09-27 11:16:29:316
