sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.05;-9.31;-0.13;-1.98;-9.42;1.87;1.04;-0.36;-0.92;0.53;-0.58;-0.66;0.6;-14.0;45.0;-11.0;30.0;75.0;80.0;0.0;35.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7356;2022-09-27 11:16:20:004
-3.05;-9.31;-0.13;-1.98;-9.42;1.87;1.04;-0.36;-0.92;-0.18;-0.84;-0.01;0.6;-14.0;45.0;-11.0;30.0;75.0;80.0;0.0;28.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7405;2022-09-27 11:16:20:053
-7.78;-10.5;0.11;-1.06;-9.48;2.28;-4.01;-0.36;-1.71;-0.18;-0.84;-0.01;0.6;-14.0;45.0;-11.0;30.0;75.0;80.0;0.0;28.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7453;2022-09-27 11:16:20:101
-7.78;-10.5;0.11;-1.06;-9.48;2.28;-4.01;-0.36;-1.71;-0.18;-0.84;-0.01;0.6;-17.0;49.0;-3.0;45.0;75.0;25.0;0.0;28.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7501;2022-09-27 11:16:20:149
-7.78;-10.5;0.11;-1.06;-9.48;2.28;-4.01;-0.36;-1.71;-2.74;-0.9;2.51;0.6;-17.0;49.0;-3.0;45.0;75.0;25.0;0.0;28.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7548;2022-09-27 11:16:20:196
2.15;-17.04;3.54;-2.56;-9.44;0.67;-1.18;-2.69;-5.74;-2.74;-0.9;2.51;0.6;-17.0;49.0;-3.0;45.0;75.0;25.0;0.0;28.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7597;2022-09-27 11:16:20:245
2.15;-17.04;3.54;-2.56;-9.44;0.67;-1.18;-2.69;-5.74;-2.74;-0.9;2.51;0.6;-17.0;49.0;-3.0;45.0;75.0;25.0;0.0;28.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7645;2022-09-27 11:16:20:293
2.15;-17.04;3.54;-2.56;-9.44;0.67;-1.18;-2.69;-5.74;-1.02;-0.33;1.06;0.6;-17.0;49.0;-3.0;45.0;75.0;25.0;0.0;28.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7693;2022-09-27 11:16:20:341
-1.08;-6.4;-1.78;-4.65;-8.62;-0.46;3.81;0.17;0.41;-1.02;-0.33;1.06;0.6;4.0;47.0;14.0;310.0;74.0;75.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7741;2022-09-27 11:16:20:389
-1.08;-6.4;-1.78;-4.65;-8.62;-0.46;3.81;0.17;0.41;-1.02;-0.33;1.06;0.6;4.0;47.0;14.0;310.0;74.0;75.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7789;2022-09-27 11:16:20:437
-1.08;-6.4;-1.78;-4.65;-8.62;-0.46;3.81;0.17;0.41;0.25;-0.11;-0.59;0.6;4.0;47.0;14.0;310.0;74.0;75.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7838;2022-09-27 11:16:20:486
0.64;-9.46;-0.73;-4.66;-8.44;-1.81;6.32;3.7;3.81;0.25;-0.11;-0.59;0.6;4.0;47.0;14.0;310.0;74.0;75.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7885;2022-09-27 11:16:20:533
0.64;-9.46;-0.73;-4.66;-8.44;-1.81;6.32;3.7;3.81;0.25;-0.11;-0.59;0.6;0.0;48.0;15.0;325.0;59.0;111.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7933;2022-09-27 11:16:20:581
-3.5;-8.52;-2.38;-3.99;-8.94;-0.63;-8.03;-3.61;-6.24;-0.32;-0.62;-0.23;0.6;0.0;48.0;15.0;325.0;59.0;111.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;7982;2022-09-27 11:16:20:630
-3.5;-8.52;-2.38;-3.99;-8.94;-0.63;-8.03;-3.61;-6.24;-0.32;-0.62;-0.23;0.6;0.0;48.0;15.0;325.0;59.0;111.0;0.0;43.2;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8029;2022-09-27 11:16:20:677
-3.5;-8.52;-2.38;-3.99;-8.94;-0.63;-8.03;-3.61;-6.24;-0.32;-0.62;-0.23;0.6;0.0;48.0;15.0;325.0;59.0;111.0;0.0;43.2;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8077;2022-09-27 11:16:20:725
2.33;-8.61;-0.44;-3.69;-9.08;0.26;2.38;-2.37;1.97;0.48;-1.92;-0.24;0.6;0.0;49.0;16.0;319.0;66.0;99.0;0.0;43.2;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8124;2022-09-27 11:16:20:772
2.33;-8.61;-0.44;-3.69;-9.08;0.26;2.38;-2.37;1.97;0.48;-1.92;-0.24;0.6;0.0;49.0;16.0;319.0;66.0;99.0;0.0;43.2;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8173;2022-09-27 11:16:20:821
2.33;-8.61;-0.44;-3.69;-9.08;0.26;2.38;-2.37;1.97;0.48;-1.92;-0.24;0.6;0.0;49.0;16.0;319.0;66.0;99.0;0.0;43.2;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8221;2022-09-27 11:16:20:869
-2.26;-6.34;3.11;-2.07;-9.54;0.94;-1.12;-0.8;3.55;0.48;-1.92;-0.24;0.6;0.0;49.0;16.0;319.0;66.0;99.0;0.0;43.2;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8269;2022-09-27 11:16:20:917
-2.26;-6.34;3.11;-2.07;-9.54;0.94;-1.12;-0.8;3.55;0.48;-1.92;-0.24;0.6;-4.0;48.0;13.0;333.0;77.0;66.0;0.0;43.2;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8317;2022-09-27 11:16:20:965
-3.32;-12.23;-5.44;-2.07;-9.54;0.94;-1.12;-0.8;3.55;0.66;-2.96;0.37;0.6;-4.0;48.0;13.0;333.0;77.0;66.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8364;2022-09-27 11:16:21:012
-3.32;-12.23;-5.44;-1.72;-9.46;1.94;-1.72;-1.0;-4.01;0.66;-2.96;0.37;0.7;-4.0;48.0;13.0;333.0;77.0;66.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8414;2022-09-27 11:16:21:062
-3.5;-9.08;0.06;-1.72;-9.46;1.94;-1.72;-1.0;-4.01;0.37;-1.57;-0.24;0.7;-4.0;48.0;13.0;333.0;77.0;66.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8461;2022-09-27 11:16:21:109
-3.5;-9.08;0.06;-1.72;-9.46;1.94;-1.72;-1.0;-4.01;0.37;-1.57;-0.24;0.7;0.0;50.0;11.0;341.0;75.0;42.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8508;2022-09-27 11:16:21:156
-3.5;-9.08;0.06;-1.72;-9.46;1.94;-1.72;-1.0;-4.01;0.37;-1.57;-0.24;0.9;0.0;50.0;11.0;341.0;75.0;42.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8557;2022-09-27 11:16:21:205
-3.68;-11.28;1.75;-1.18;-9.49;2.19;-1.34;0.51;-2.46;-0.29;-1.0;-0.17;0.9;0.0;50.0;11.0;341.0;75.0;42.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8604;2022-09-27 11:16:21:252
-3.68;-11.28;1.75;-1.18;-9.49;2.19;-1.34;0.51;-2.46;-0.29;-1.0;-0.17;0.9;0.0;50.0;11.0;341.0;75.0;42.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8653;2022-09-27 11:16:21:301
-3.68;-11.28;1.75;-1.18;-9.49;2.19;-1.34;0.51;-2.46;-0.29;-1.0;-0.17;0.9;5.0;47.0;17.0;333.0;75.0;28.0;0.0;41.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8701;2022-09-27 11:16:21:349
0.26;-12.43;1.56;-1.05;-9.56;1.91;-5.15;-0.71;-1.55;-2.64;-1.39;1.73;0.9;5.0;47.0;17.0;333.0;75.0;28.0;0.0;41.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8749;2022-09-27 11:16:21:397
0.26;-12.43;1.56;-1.05;-9.56;1.91;-5.15;-0.71;-1.55;-2.64;-1.39;1.73;0.9;5.0;47.0;17.0;333.0;75.0;28.0;0.0;41.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8797;2022-09-27 11:16:21:445
0.26;-12.43;1.56;-1.05;-9.56;1.91;-5.15;-0.71;-1.55;-2.64;-1.39;1.73;0.9;5.0;47.0;17.0;333.0;75.0;28.0;0.0;41.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8845;2022-09-27 11:16:21:493
-4.64;-7.69;0.62;-3.12;-9.29;-0.48;3.34;-2.67;2.63;-0.6;0.33;1.18;0.9;5.0;47.0;17.0;333.0;75.0;28.0;0.0;41.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8893;2022-09-27 11:16:21:541
-4.64;-7.69;0.62;-3.12;-9.29;-0.48;3.34;-2.67;2.63;-0.6;0.33;1.18;0.9;22.0;36.0;27.0;241.0;71.0;99.0;0.0;41.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8941;2022-09-27 11:16:21:589
1.27;-5.47;0.64;-4.35;-8.69;-1.33;2.12;1.98;1.42;-0.6;0.33;1.18;0.9;22.0;36.0;27.0;241.0;71.0;99.0;0.0;41.3;47.479;8.211;403.0;NaN;;24.331;;0 / 2;8989;2022-09-27 11:16:21:637
1.27;-5.47;0.64;-4.35;-8.69;-1.33;2.12;1.98;1.42;0.76;1.63;-0.26;0.9;22.0;36.0;27.0;241.0;71.0;99.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9037;2022-09-27 11:16:21:685
-11.6;-12.02;-11.66;-4.35;-8.69;-1.33;2.12;1.98;1.42;0.76;1.63;-0.26;0.9;22.0;36.0;27.0;241.0;71.0;99.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9084;2022-09-27 11:16:21:732
-11.6;-12.02;-11.66;-3.46;-9.04;-1.55;1.53;0.68;-2.73;0.39;0.78;0.6;0.9;12.0;38.0;31.0;269.0;62.0;107.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9133;2022-09-27 11:16:21:781
1.16;-6.21;1.1;-3.46;-9.04;-1.55;1.53;0.68;-2.73;0.39;0.78;0.6;0.9;12.0;38.0;31.0;269.0;62.0;107.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9181;2022-09-27 11:16:21:829
1.16;-6.21;1.1;-3.46;-9.04;-1.55;1.53;0.68;-2.73;0.39;0.78;0.6;0.9;12.0;38.0;31.0;269.0;62.0;107.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9229;2022-09-27 11:16:21:877
1.16;-6.21;1.1;-3.7;-8.97;-1.42;4.64;0.79;2.18;0.22;0.25;-0.58;0.9;12.0;38.0;31.0;269.0;62.0;107.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9277;2022-09-27 11:16:21:925
0.87;-5.87;1.89;-3.7;-8.97;-1.42;4.64;0.79;2.18;0.22;0.25;-0.58;0.9;9.0;43.0;27.0;272.0;66.0;111.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9325;2022-09-27 11:16:21:973
0.87;-5.87;1.89;-3.7;-8.97;-1.42;4.64;0.79;2.18;0.22;0.25;-0.58;0.9;9.0;43.0;27.0;272.0;66.0;111.0;0.0;42.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9373;2022-09-27 11:16:22:021
0.87;-5.87;1.89;-2.69;-9.35;-1.2;2.9;2.14;2.67;0.4;0.77;-0.79;0.9;9.0;43.0;27.0;272.0;66.0;111.0;0.0;42.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9421;2022-09-27 11:16:22:069
-2.62;-8.45;0.34;-2.69;-9.35;-1.2;2.9;2.14;2.67;0.4;0.77;-0.79;0.9;9.0;43.0;27.0;272.0;66.0;111.0;0.0;42.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9470;2022-09-27 11:16:22:118
-2.62;-8.45;0.34;-2.69;-9.35;-1.2;2.9;2.14;2.67;0.4;0.77;-0.79;0.9;-1.0;46.0;24.0;283.0;73.0;114.0;0.0;42.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9517;2022-09-27 11:16:22:165
-2.62;-8.45;0.34;-1.76;-9.64;-0.44;-0.82;0.71;1.08;0.4;0.77;-0.79;0.9;-1.0;46.0;24.0;283.0;73.0;114.0;0.0;42.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9566;2022-09-27 11:16:22:214
-1.52;-8.46;1.49;-1.76;-9.64;-0.44;-0.82;0.71;1.08;1.51;1.48;-0.92;0.9;-1.0;46.0;24.0;283.0;73.0;114.0;0.0;42.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9613;2022-09-27 11:16:22:261
-1.52;-8.46;1.49;-0.83;-9.7;1.2;-0.41;1.07;-0.66;1.51;1.48;-0.92;0.9;-1.0;46.0;24.0;283.0;73.0;114.0;0.0;32.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9660;2022-09-27 11:16:22:308
-1.52;-8.46;1.49;-0.83;-9.7;1.2;-0.41;1.07;-0.66;1.51;1.48;-0.92;0.9;-10.0;48.0;11.0;5.0;81.0;35.0;0.0;32.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9710;2022-09-27 11:16:22:358
0.01;-10.88;1.2;-0.83;-9.7;1.2;-0.41;1.07;-0.66;0.37;0.72;-0.44;0.9;-10.0;48.0;11.0;5.0;81.0;35.0;0.0;32.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9757;2022-09-27 11:16:22:405
0.01;-10.88;1.2;-0.36;-9.68;1.5;-0.06;-1.68;-0.81;0.37;0.72;-0.44;0.9;-10.0;48.0;11.0;5.0;81.0;35.0;0.0;32.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9805;2022-09-27 11:16:22:453
-6.76;-10.29;-0.46;-0.36;-9.68;1.5;-0.06;-1.68;-0.81;-0.41;0.84;0.11;0.9;-10.0;48.0;11.0;5.0;81.0;35.0;0.0;32.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9853;2022-09-27 11:16:22:501
-6.76;-10.29;-0.46;-0.36;-9.68;1.5;-0.06;-1.68;-0.81;-0.41;0.84;0.11;0.9;-15.0;48.0;10.0;31.0;81.0;13.0;0.0;32.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9901;2022-09-27 11:16:22:549
-6.76;-10.29;-0.46;-0.36;-9.68;1.5;-0.06;-1.68;-0.81;-0.41;0.84;0.11;0.9;-15.0;48.0;10.0;31.0;81.0;13.0;0.0;32.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9948;2022-09-27 11:16:22:596
-3.71;-8.77;-0.35;-0.89;-9.75;0.5;-5.32;-1.16;-2.04;-1.69;1.92;1.2;0.9;-15.0;48.0;10.0;31.0;81.0;13.0;0.0;36.4;47.479;8.211;403.0;NaN;;24.331;;0 / 2;9997;2022-09-27 11:16:22:645
-3.71;-8.77;-0.35;-0.89;-9.75;0.5;-5.32;-1.16;-2.04;-1.69;1.92;1.2;0.7;-15.0;48.0;10.0;31.0;81.0;13.0;0.0;36.4;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10045;2022-09-27 11:16:22:693
-6.25;-12.14;6.4;-0.89;-9.75;0.5;-5.32;-1.16;-2.04;-1.69;1.92;1.2;0.7;-15.0;48.0;10.0;31.0;81.0;13.0;0.0;36.4;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10092;2022-09-27 11:16:22:740
-6.25;-12.14;6.4;-2.51;-9.28;-1.94;-2.63;-0.21;5.74;1.28;1.61;1.68;0.7;-10.0;45.0;19.0;333.0;84.0;61.0;0.0;36.4;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10140;2022-09-27 11:16:22:788
-2.89;-10.11;2.91;-2.51;-9.28;-1.94;-2.63;-0.21;5.74;1.28;1.61;1.68;0.7;-10.0;45.0;19.0;333.0;84.0;61.0;0.0;36.4;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10189;2022-09-27 11:16:22:837
-2.89;-10.11;2.91;-4.05;-8.76;-1.71;0.09;-0.79;5.11;1.28;1.61;1.68;0.7;-10.0;45.0;19.0;333.0;84.0;61.0;0.0;36.4;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10237;2022-09-27 11:16:22:885
-0.54;-8.57;4.19;-4.05;-8.76;-1.71;0.09;-0.79;5.11;2.11;3.38;1.1;0.7;-10.0;45.0;19.0;333.0;84.0;61.0;0.0;36.4;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10285;2022-09-27 11:16:22:933
-0.54;-8.57;4.19;-4.2;-8.7;-1.7;4.06;-0.69;8.15;2.11;3.38;1.1;0.7;-3.0;50.0;2.0;353.0;63.0;113.0;0.0;37.6;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10332;2022-09-27 11:16:22:980
-2.76;-10.39;2.37;-4.2;-8.7;-1.7;4.06;-0.69;8.15;1.72;3.38;0.36;0.7;-3.0;50.0;2.0;353.0;63.0;113.0;0.0;37.6;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10381;2022-09-27 11:16:23:029
-2.76;-10.39;2.37;-4.2;-8.7;-1.7;4.06;-0.69;8.15;1.72;3.38;0.36;0.7;-3.0;50.0;2.0;353.0;63.0;113.0;0.0;37.6;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10430;2022-09-27 11:16:23:078
-3.1;-8.38;1.26;-4.31;-8.75;-1.0;1.41;-1.65;3.14;1.72;3.38;0.36;0.7;-3.0;50.0;2.0;353.0;63.0;113.0;0.0;37.6;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10477;2022-09-27 11:16:23:125
-3.1;-8.38;1.26;-4.31;-8.75;-1.0;1.41;-1.65;3.14;1.72;3.38;0.36;0.7;7.0;47.0;-13.0;39.0;63.0;103.0;0.0;37.6;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10525;2022-09-27 11:16:23:173
-3.1;-8.38;1.26;-4.31;-8.75;-1.0;1.41;-1.65;3.14;1.61;1.86;-0.29;0.7;7.0;47.0;-13.0;39.0;63.0;103.0;0.0;37.6;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10573;2022-09-27 11:16:23:221
-5.18;-9.92;-0.07;-4.1;-8.9;-0.27;1.51;0.31;1.36;1.61;1.86;-0.29;0.7;7.0;47.0;-13.0;39.0;63.0;103.0;0.0;37.6;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10620;2022-09-27 11:16:23:268
-5.18;-9.92;-0.07;-4.1;-8.9;-0.27;1.51;0.31;1.36;0.63;1.83;-0.6;0.7;7.0;47.0;-13.0;39.0;63.0;103.0;0.0;36.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10669;2022-09-27 11:16:23:317
-5.18;-9.92;-0.07;-4.1;-8.9;-0.27;1.51;0.31;1.36;0.63;1.83;-0.6;0.7;13.0;43.0;-22.0;72.0;65.0;94.0;0.0;36.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10717;2022-09-27 11:16:23:365
-1.34;-15.97;0.35;-3.61;-9.12;0.05;0.09;0.5;-0.04;0.63;1.83;-0.6;0.7;13.0;43.0;-22.0;72.0;65.0;94.0;0.0;36.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10765;2022-09-27 11:16:23:413
-1.34;-15.97;0.35;-3.61;-9.12;0.05;0.09;0.5;-0.04;0.22;0.31;-0.89;0.7;13.0;43.0;-22.0;72.0;65.0;94.0;0.0;36.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10813;2022-09-27 11:16:23:461
-2.09;-9.78;1.51;-2.48;-9.49;-0.03;0.83;2.3;0.22;0.22;0.31;-0.89;0.7;13.0;43.0;-22.0;72.0;65.0;94.0;0.0;36.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10861;2022-09-27 11:16:23:509
-2.09;-9.78;1.51;-2.48;-9.49;-0.03;0.83;2.3;0.22;0.22;0.31;-0.89;0.7;11.0;45.0;-23.0;87.0;75.0;91.0;0.0;36.5;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10909;2022-09-27 11:16:23:557
-2.09;-9.78;1.51;-2.48;-9.49;-0.03;0.83;2.3;0.22;1.05;1.27;-0.62;0.7;11.0;45.0;-23.0;87.0;75.0;91.0;0.0;45.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;10958;2022-09-27 11:16:23:606
-0.66;-9.45;1.96;-1.82;-9.62;0.64;0.36;-0.02;-0.92;1.05;1.27;-0.62;0.7;11.0;45.0;-23.0;87.0;75.0;91.0;0.0;45.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11006;2022-09-27 11:16:23:654
-0.66;-9.45;1.96;-1.82;-9.62;0.64;0.36;-0.02;-0.92;0.62;0.2;-0.2;0.7;11.0;45.0;-23.0;87.0;75.0;91.0;0.0;45.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11053;2022-09-27 11:16:23:701
-0.66;-9.45;1.96;-1.82;-9.62;0.64;0.36;-0.02;-0.92;0.62;0.2;-0.2;0.7;11.0;40.0;-26.0;117.0;79.0;71.0;0.0;45.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11101;2022-09-27 11:16:23:749
-0.31;-9.62;2.73;-1.6;-9.59;1.26;0.56;0.39;0.06;0.62;0.2;-0.2;0.7;11.0;40.0;-26.0;117.0;79.0;71.0;0.0;45.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11149;2022-09-27 11:16:23:797
-0.31;-9.62;2.73;-1.6;-9.59;1.26;0.56;0.39;0.06;0.66;-0.36;-0.31;0.7;11.0;40.0;-26.0;117.0;79.0;71.0;0.0;45.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11196;2022-09-27 11:16:23:844
-1.3;-9.37;2.38;-1.6;-9.59;1.26;0.56;0.39;0.06;0.66;-0.36;-0.31;0.7;11.0;40.0;-26.0;117.0;79.0;71.0;0.0;45.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11246;2022-09-27 11:16:23:894
-1.3;-9.37;2.38;-1.12;-9.58;1.79;-0.34;-0.63;-2.19;0.66;-0.36;-0.31;0.7;11.0;40.0;-26.0;117.0;79.0;71.0;0.0;25.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11292;2022-09-27 11:16:23:940
-2.76;-8.1;2.93;-1.12;-9.58;1.79;-0.34;-0.63;-2.19;0.11;-0.38;-0.47;0.7;7.0;41.0;-28.0;153.0;78.0;32.0;0.0;25.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11341;2022-09-27 11:16:23:989
-2.76;-8.1;2.93;-0.8;-9.63;1.7;-0.89;0.79;1.23;0.11;-0.38;-0.47;0.7;7.0;41.0;-28.0;153.0;78.0;32.0;0.0;25.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11389;2022-09-27 11:16:24:037
-2.76;-8.1;2.93;-0.8;-9.63;1.7;-0.89;0.79;1.23;0.11;-0.38;-0.47;0.7;7.0;41.0;-28.0;153.0;78.0;32.0;0.0;25.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11436;2022-09-27 11:16:24:084
-2.77;-11.6;-0.2;-0.24;-9.58;2.1;-0.19;-1.07;-2.2;-0.04;0.05;-0.43;0.7;7.0;41.0;-28.0;153.0;78.0;32.0;0.0;25.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11485;2022-09-27 11:16:24:133
-2.77;-11.6;-0.2;-0.24;-9.58;2.1;-0.19;-1.07;-2.2;-0.04;0.05;-0.43;0.7;4.0;39.0;-30.0;181.0;78.0;7.0;0.0;25.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11533;2022-09-27 11:16:24:181
-2.77;-11.6;-0.2;-0.24;-9.58;2.1;-0.19;-1.07;-2.2;-0.04;0.05;-0.43;0.7;4.0;39.0;-30.0;181.0;78.0;7.0;0.0;25.7;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11580;2022-09-27 11:16:24:228
-0.91;-8.58;1.16;-0.27;-9.61;1.94;-5.01;-1.55;-0.32;-1.49;0.82;1.08;0.7;4.0;39.0;-30.0;181.0;78.0;7.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11629;2022-09-27 11:16:24:277
-0.91;-8.58;1.16;-0.27;-9.61;1.94;-5.01;-1.55;-0.32;-1.49;0.82;1.08;0.7;4.0;39.0;-30.0;181.0;78.0;7.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11677;2022-09-27 11:16:24:325
-1.26;-18.4;4.24;-1.99;-9.59;0.42;-1.71;-0.71;2.72;-0.55;-0.22;1.66;0.7;11.0;42.0;-24.0;205.0;78.0;8.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11725;2022-09-27 11:16:24:373
-1.26;-18.4;4.24;-1.99;-9.59;0.42;-1.71;-0.71;2.72;-0.55;-0.22;1.66;0.7;11.0;42.0;-24.0;205.0;78.0;8.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11773;2022-09-27 11:16:24:421
-1.26;-18.4;4.24;-1.99;-9.59;0.42;-1.71;-0.71;2.72;-0.55;-0.22;1.66;0.7;11.0;42.0;-24.0;205.0;78.0;8.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11822;2022-09-27 11:16:24:470
-8.69;-6.8;0.13;-4.15;-8.85;-0.81;4.16;0.95;2.72;-0.07;1.86;1.67;0.6;11.0;42.0;-24.0;205.0;78.0;8.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11869;2022-09-27 11:16:24:517
-8.69;-6.8;0.13;-4.15;-8.85;-0.81;4.16;0.95;2.72;-0.07;1.86;1.67;0.6;28.0;38.0;-13.0;109.0;64.0;101.0;0.0;45.8;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11917;2022-09-27 11:16:24:565
-8.69;-6.8;0.13;-4.15;-8.85;-0.81;4.16;0.95;2.72;-0.07;1.86;1.67;0.6;28.0;38.0;-13.0;109.0;64.0;101.0;0.0;54.0;47.479;8.211;403.0;NaN;;24.331;;0 / 2;11966;2022-09-27 11:16:24:614
