sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.06238;0.00268;9.76363;0.06237;-0.00178;9.80645;0.00202;0.00856;-6.4E-4;-2.0E-5;-2.0E-4;0.00328;19.9;14.884;2.748;-49.455;281.054;0.01;-0.364;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14467;2022-09-27 20:15:05:258
0.06238;0.00268;9.76363;0.06237;-0.00178;9.80645;0.00202;0.00856;-6.4E-4;-2.0E-5;-2.0E-4;0.00328;19.9;14.884;2.748;-49.455;281.054;0.01;-0.364;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14477;2022-09-27 20:15:05:268
0.06238;0.00268;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;-2.0E-5;-2.0E-4;0.00328;19.9;14.884;2.748;-49.455;281.054;0.01;-0.364;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14487;2022-09-27 20:15:05:278
0.06238;0.00268;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;-2.0E-5;-2.0E-4;0.00328;19.9;14.884;2.748;-49.455;281.054;0.01;-0.364;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14497;2022-09-27 20:15:05:288
0.06238;0.00268;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;-2.0E-5;-2.0E-4;0.00328;19.9;14.884;2.748;-49.455;281.054;0.01;-0.364;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14507;2022-09-27 20:15:05:298
0.06238;0.00268;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;-2.0E-5;-2.0E-4;0.00328;19.9;14.884;2.748;-49.455;281.054;0.01;-0.364;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14517;2022-09-27 20:15:05:308
0.06238;0.00268;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;-2.0E-5;-2.0E-4;0.00328;19.9;15.881;4.311;-49.602;283.732;0.012;-0.373;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14527;2022-09-27 20:15:05:318
0.05998;0.00508;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;1.3E-4;-0.00203;2.4E-4;20.6;15.881;4.311;-49.602;283.732;0.012;-0.373;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14537;2022-09-27 20:15:05:328
0.05998;0.00508;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;1.3E-4;-0.00203;2.4E-4;20.6;15.881;4.311;-49.602;283.732;0.012;-0.373;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14548;2022-09-27 20:15:05:339
0.05998;0.00508;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;1.3E-4;-0.00203;2.4E-4;20.6;15.881;4.311;-49.602;283.732;0.012;-0.373;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14557;2022-09-27 20:15:05:348
0.05998;0.00508;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;1.3E-4;-0.00203;2.4E-4;20.6;15.881;4.311;-49.602;283.732;0.012;-0.373;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14567;2022-09-27 20:15:05:358
0.05998;0.00508;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;1.3E-4;-0.00203;2.4E-4;20.6;15.881;4.311;-49.602;283.732;0.012;-0.373;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14577;2022-09-27 20:15:05:368
0.05998;0.00508;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;1.3E-4;-0.00203;2.4E-4;20.6;15.881;4.311;-49.602;283.732;0.012;-0.373;5.0;52.3038;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14587;2022-09-27 20:15:05:378
0.05998;0.00508;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;1.3E-4;-0.00203;2.4E-4;20.6;15.881;4.311;-49.602;283.732;0.012;-0.373;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14598;2022-09-27 20:15:05:389
0.05998;0.00508;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;1.3E-4;-0.00203;2.4E-4;20.6;15.881;4.311;-49.602;283.732;0.012;-0.373;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14607;2022-09-27 20:15:05:398
0.05998;0.00508;9.76363;0.0638;-0.0021;9.80644;-0.00147;0.00546;0.0039;1.3E-4;-0.00203;2.4E-4;20.6;15.881;4.311;-49.602;283.732;0.012;-0.373;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14617;2022-09-27 20:15:05:408
0.05998;0.00508;9.76602;0.06853;-8.4E-4;9.80641;-0.0055;0.00625;0.00325;1.3E-4;-0.00203;2.4E-4;20.6;15.881;4.311;-49.602;283.732;0.012;-0.373;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14627;2022-09-27 20:15:05:418
0.05998;0.00508;9.76602;0.06853;-8.4E-4;9.80641;-0.0055;0.00625;0.00325;1.3E-4;-0.00203;2.4E-4;20.6;15.881;4.311;-49.602;283.732;0.012;-0.373;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14637;2022-09-27 20:15:05:428
0.05998;0.00508;9.76602;0.06853;-8.4E-4;9.80641;-0.0055;0.00625;0.00325;1.3E-4;-0.00203;2.4E-4;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14647;2022-09-27 20:15:05:438
0.05998;0.00508;9.76602;0.06853;-8.4E-4;9.80641;-0.0055;0.00625;0.00325;1.3E-4;-0.00203;2.4E-4;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14657;2022-09-27 20:15:05:448
0.05998;0.00508;9.76602;0.06853;-8.4E-4;9.80641;-0.0055;0.00625;0.00325;1.3E-4;-0.00203;2.4E-4;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14668;2022-09-27 20:15:05:459
0.05998;0.00508;9.76602;0.06853;-8.4E-4;9.80641;-0.0055;0.00625;0.00325;1.3E-4;-0.00203;2.4E-4;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14677;2022-09-27 20:15:05:468
0.05998;0.00508;9.76602;0.06853;-8.4E-4;9.80641;-0.0055;0.00625;0.00325;-2.0E-5;-0.01055;0.02565;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14689;2022-09-27 20:15:05:480
0.05998;0.00508;9.76602;0.06853;-8.4E-4;9.80641;-0.0055;0.00625;0.00325;-2.0E-5;-0.01055;0.02565;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14697;2022-09-27 20:15:05:488
0.05998;0.00508;9.76602;0.06853;-8.4E-4;9.80641;-0.0055;0.00625;0.00325;-2.0E-5;-0.01055;0.02565;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14707;2022-09-27 20:15:05:498
0.05998;0.00508;9.76602;0.06853;-8.4E-4;9.80641;-0.0055;0.00625;0.00325;-2.0E-5;-0.01055;0.02565;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14716;2022-09-27 20:15:05:507
0.05998;0.00508;9.76602;0.06853;-8.4E-4;9.80641;-0.0055;0.00625;0.00325;-2.0E-5;-0.01055;0.02565;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14727;2022-09-27 20:15:05:518
0.05998;0.00508;9.76602;0.06853;-8.4E-4;9.80641;-0.0055;0.00625;0.00325;-2.0E-5;-0.01055;0.02565;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14737;2022-09-27 20:15:05:528
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-2.0E-5;-0.01055;0.02565;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14747;2022-09-27 20:15:05:538
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-2.0E-5;-0.01055;0.02565;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14757;2022-09-27 20:15:05:548
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-2.0E-5;-0.01055;0.02565;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14767;2022-09-27 20:15:05:558
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-2.0E-5;-0.01055;0.02565;20.6;15.109;4.357;-50.838;284.585;0.005;-0.4;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14777;2022-09-27 20:15:05:568
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-2.0E-5;-0.01055;0.02565;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14787;2022-09-27 20:15:05:578
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-2.0E-5;-0.01055;0.02565;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14797;2022-09-27 20:15:05:588
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-2.0E-5;-0.01055;0.02565;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14807;2022-09-27 20:15:05:598
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-2.0E-5;-0.01055;0.02565;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14816;2022-09-27 20:15:05:607
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-3.3E-4;0.00391;0.00724;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14826;2022-09-27 20:15:05:617
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-3.3E-4;0.00391;0.00724;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14837;2022-09-27 20:15:05:628
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-3.3E-4;0.00391;0.00724;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14847;2022-09-27 20:15:05:638
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-3.3E-4;0.00391;0.00724;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14857;2022-09-27 20:15:05:648
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-3.3E-4;0.00391;0.00724;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14868;2022-09-27 20:15:05:659
0.14862;-0.09553;9.75405;0.07292;0.00136;9.80638;-0.01535;0.01844;0.00414;-3.3E-4;0.00391;0.00724;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14877;2022-09-27 20:15:05:668
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;-3.3E-4;0.00391;0.00724;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14887;2022-09-27 20:15:05:678
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;-3.3E-4;0.00391;0.00724;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14896;2022-09-27 20:15:05:687
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;-3.3E-4;0.00391;0.00724;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;50.5301;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14908;2022-09-27 20:15:05:699
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;-3.3E-4;0.00391;0.00724;20.6;14.642;3.231;-49.567;281.068;-0.008;-0.426;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14917;2022-09-27 20:15:05:708
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;-3.3E-4;0.00391;0.00724;20.6;14.912;3.795;-50.433;284.558;0.001;-0.458;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14927;2022-09-27 20:15:05:718
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;-3.3E-4;0.00391;0.00724;20.6;14.912;3.795;-50.433;284.558;0.001;-0.458;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14937;2022-09-27 20:15:05:728
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;5.9E-4;0.00132;5.4E-4;20.6;14.912;3.795;-50.433;284.558;0.001;-0.458;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14947;2022-09-27 20:15:05:738
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;5.9E-4;0.00132;5.4E-4;20.6;14.912;3.795;-50.433;284.558;0.001;-0.458;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14957;2022-09-27 20:15:05:748
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;5.9E-4;0.00132;5.4E-4;20.6;14.912;3.795;-50.433;284.558;0.001;-0.458;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14968;2022-09-27 20:15:05:759
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;5.9E-4;0.00132;5.4E-4;20.6;14.912;3.795;-50.433;284.558;0.001;-0.458;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14977;2022-09-27 20:15:05:768
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;5.9E-4;0.00132;5.4E-4;20.6;14.912;3.795;-50.433;284.558;0.001;-0.458;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14987;2022-09-27 20:15:05:778
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;5.9E-4;0.00132;5.4E-4;20.6;14.912;3.795;-50.433;284.558;0.001;-0.458;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;14997;2022-09-27 20:15:05:788
0.07675;2.9E-4;9.76363;0.07847;-1.4E-4;9.80634;0.0113;-0.01703;-0.00521;5.9E-4;0.00132;5.4E-4;20.6;14.912;3.795;-50.433;284.558;0.001;-0.458;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15007;2022-09-27 20:15:05:798
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;5.9E-4;0.00132;5.4E-4;20.6;14.912;3.795;-50.433;284.558;0.001;-0.458;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15016;2022-09-27 20:15:05:807
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;5.9E-4;0.00132;5.4E-4;20.6;14.912;3.795;-50.433;284.558;0.001;-0.458;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15027;2022-09-27 20:15:05:818
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;5.9E-4;0.00132;5.4E-4;23.3;14.912;3.795;-50.433;284.558;0.001;-0.458;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15037;2022-09-27 20:15:05:828
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;5.9E-4;0.00132;5.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15047;2022-09-27 20:15:05:838
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;5.9E-4;0.00132;5.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15057;2022-09-27 20:15:05:848
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;5.9E-4;0.00132;5.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15067;2022-09-27 20:15:05:858
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;5.9E-4;0.00132;5.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15077;2022-09-27 20:15:05:868
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15087;2022-09-27 20:15:05:878
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15097;2022-09-27 20:15:05:888
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15107;2022-09-27 20:15:05:898
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15117;2022-09-27 20:15:05:908
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15127;2022-09-27 20:15:05:918
0.07675;0.00508;9.76363;0.07726;3.0E-4;9.80635;0.00155;3.3E-4;6.0E-5;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15137;2022-09-27 20:15:05:928
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15147;2022-09-27 20:15:05:938
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15157;2022-09-27 20:15:05:948
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15167;2022-09-27 20:15:05:958
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.495;3.496;-49.635;281.034;-0.002;-0.451;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15177;2022-09-27 20:15:05:968
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.124;4.071;-49.899;284.58;-0.008;-0.467;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15187;2022-09-27 20:15:05:978
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.124;4.071;-49.899;284.58;-0.008;-0.467;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15198;2022-09-27 20:15:05:989
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;-2.0E-5;-5.1E-4;2.4E-4;23.3;15.124;4.071;-49.899;284.58;-0.008;-0.467;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15207;2022-09-27 20:15:05:998
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;1.3E-4;5.6E-4;2.4E-4;23.3;15.124;4.071;-49.899;284.58;-0.008;-0.467;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15217;2022-09-27 20:15:06:008
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;1.3E-4;5.6E-4;2.4E-4;23.3;15.124;4.071;-49.899;284.58;-0.008;-0.467;5.0;52.7987;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15227;2022-09-27 20:15:06:018
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;1.3E-4;5.6E-4;2.4E-4;23.5;15.124;4.071;-49.899;284.58;-0.008;-0.467;5.0;53.181;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15237;2022-09-27 20:15:06:028
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;1.3E-4;5.6E-4;2.4E-4;23.5;15.124;4.071;-49.899;284.58;-0.008;-0.467;5.0;53.181;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15247;2022-09-27 20:15:06:038
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;1.3E-4;5.6E-4;2.4E-4;23.5;15.124;4.071;-49.899;284.58;-0.008;-0.467;5.0;53.181;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15257;2022-09-27 20:15:06:048
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;1.3E-4;5.6E-4;2.4E-4;23.5;15.124;4.071;-49.899;284.58;-0.008;-0.467;5.0;53.181;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15267;2022-09-27 20:15:06:058
0.07915;0.00508;9.75884;0.07991;0.00145;9.80633;-0.00314;0.00261;-0.00114;1.3E-4;5.6E-4;2.4E-4;23.5;15.124;4.071;-49.899;284.58;-0.008;-0.467;5.0;53.181;47.47853;8.210945;496.672;NaN;4.428;23.667183;357.2;10 / 11;15276;2022-09-27 20:15:06:067
